id,year,income,years_from_layoff
441.0,11.0,28542.348850703635,5.0
442.0,1.0,30263.87853219721,-5.0
442.0,2.0,29382.6873673414,-4.0
442.0,3.0,30862.552585741432,-3.0
442.0,4.0,26812.213189167323,-2.0
442.0,5.0,30168.078494863934,-1.0
442.0,6.0,31242.471332090994,0.0
442.0,7.0,28522.21413506196,1.0
442.0,8.0,28407.03587331606,2.0
442.0,9.0,35838.870954657374,3.0
442.0,10.0,26640.207340506266,4.0
442.0,11.0,30937.923018601876,5.0
443.0,1.0,32487.539997476284,-5.0
443.0,2.0,32584.832515924387,-4.0
443.0,3.0,28829.469096389887,-3.0
443.0,4.0,30162.799169876853,-2.0
443.0,5.0,31039.14858722091,-1.0
443.0,6.0,30228.38385911084,0.0
443.0,7.0,31896.212542919973,1.0
443.0,8.0,32158.162031770316,2.0
443.0,9.0,29654.306842122583,3.0
443.0,10.0,32825.827172172045,4.0
443.0,11.0,30950.626259268753,5.0
444.0,1.0,26223.764437499914,-5.0
444.0,2.0,29076.646125196403,-4.0
444.0,3.0,28997.27252014909,-3.0
444.0,4.0,34962.55070046722,-2.0
444.0,5.0,25771.103314538956,-1.0
444.0,6.0,29942.47952842499,0.0
444.0,7.0,28578.450944596778,1.0
444.0,8.0,31974.4627513917,2.0
444.0,9.0,34300.015716760616,3.0
444.0,10.0,33117.21701023948,4.0
444.0,11.0,28321.550365620296,5.0
445.0,1.0,33829.39292311727,-5.0
445.0,2.0,27080.119503590184,-4.0
445.0,3.0,27336.226825960945,-3.0
445.0,4.0,34761.3506604564,-2.0
445.0,5.0,27207.919964112098,-1.0
445.0,6.0,29591.69601004371,0.0
445.0,7.0,31174.788711673467,1.0
445.0,8.0,26538.70875616131,2.0
445.0,9.0,29466.380028138883,3.0
445.0,10.0,26610.287201151892,4.0
445.0,11.0,33891.98913806524,5.0
446.0,1.0,31399.668815980316,-5.0
446.0,2.0,25642.253063206626,-4.0
446.0,3.0,29327.729547181036,-3.0
446.0,4.0,32544.18070679446,-2.0
446.0,5.0,35636.11863611925,-1.0
446.0,6.0,30648.09728138248,0.0
446.0,7.0,33171.344410701546,1.0
446.0,8.0,30744.99639501161,2.0
446.0,9.0,31687.52492003224,3.0
446.0,10.0,25732.509149280748,4.0
446.0,11.0,33522.333458082285,5.0
447.0,1.0,27391.73068173696,-5.0
447.0,2.0,27806.707078108553,-4.0
447.0,3.0,29803.57017824685,-3.0
447.0,4.0,29741.600289722614,-2.0
447.0,5.0,32042.82975217585,-1.0
447.0,6.0,30473.090073925403,0.0
447.0,7.0,27622.96432696055,1.0
447.0,8.0,32406.3102443944,2.0
447.0,9.0,29458.67308972026,3.0
447.0,10.0,26815.140983933554,4.0
447.0,11.0,29091.99288251204,5.0
448.0,1.0,31118.443686050916,-5.0
448.0,2.0,32620.813327644057,-4.0
448.0,3.0,35483.0593362882,-3.0
448.0,4.0,32915.38177693828,-2.0
448.0,5.0,29957.81646215576,-1.0
448.0,6.0,30527.740891154466,0.0
448.0,7.0,31440.27590429842,1.0
448.0,8.0,30159.96171600075,2.0
448.0,9.0,26180.91414055227,3.0
448.0,10.0,30339.571902068485,4.0
448.0,11.0,28835.738826981822,5.0
449.0,1.0,28693.035423369423,-5.0
449.0,2.0,27047.432671104983,-4.0
449.0,3.0,32255.53600890165,-3.0
449.0,4.0,29646.282966098413,-2.0
449.0,5.0,29326.229238157248,-1.0
449.0,6.0,32495.29066664518,0.0
449.0,7.0,33507.767540140725,1.0
449.0,8.0,32878.39438937376,2.0
449.0,9.0,28918.39366087854,3.0
449.0,10.0,28634.017312597414,4.0
449.0,11.0,30032.537708217264,5.0
450.0,1.0,28434.12639609423,-5.0
450.0,2.0,30543.435474732723,-4.0
450.0,3.0,33336.301891999756,-3.0
450.0,4.0,29799.074678626726,-2.0
450.0,5.0,30987.57020361785,-1.0
450.0,6.0,28030.772186810435,0.0
450.0,7.0,31314.511031869253,1.0
450.0,8.0,31470.058140660865,2.0
450.0,9.0,26691.297818157833,3.0
450.0,10.0,28184.970471623365,4.0
450.0,11.0,25379.40982211811,5.0
451.0,1.0,33079.03730802689,-5.0
451.0,2.0,31972.551634230218,-4.0
451.0,3.0,29373.4566075648,-3.0
451.0,4.0,26945.008120775994,-2.0
451.0,5.0,28134.46306666297,-1.0
451.0,6.0,26801.872677800922,0.0
451.0,7.0,32676.984096374224,1.0
451.0,8.0,29099.77734707318,2.0
451.0,9.0,30402.43162689897,3.0
451.0,10.0,31869.784867779555,4.0
451.0,11.0,30169.502878356267,5.0
452.0,1.0,31060.056743396963,-5.0
452.0,2.0,29239.24049932564,-4.0
452.0,3.0,28310.209112399316,-3.0
452.0,4.0,27991.259741542282,-2.0
452.0,5.0,29634.564804229958,-1.0
452.0,6.0,33160.12255124765,0.0
452.0,7.0,32740.308205313904,1.0
452.0,8.0,26817.700101336446,2.0
452.0,9.0,27736.327189568492,3.0
452.0,10.0,32181.8799020407,4.0
452.0,11.0,28470.170206090883,5.0
453.0,1.0,29349.51415871842,-5.0
453.0,2.0,33219.310034544316,-4.0
453.0,3.0,29014.876169367228,-3.0
453.0,4.0,29970.828188843472,-2.0
453.0,5.0,30110.351682219098,-1.0
453.0,6.0,34236.5561128559,0.0
453.0,7.0,30474.806638663857,1.0
453.0,8.0,28032.317569087623,2.0
453.0,9.0,31655.64473356401,3.0
453.0,10.0,32001.77291412203,4.0
453.0,11.0,24723.556286959083,5.0
454.0,1.0,27700.006416749267,-5.0
454.0,2.0,33505.01753820454,-4.0
454.0,3.0,31715.508359561725,-3.0
454.0,4.0,29560.722446846965,-2.0
454.0,5.0,32523.1018792389,-1.0
454.0,6.0,29808.75213833251,0.0
454.0,7.0,29473.58932215521,1.0
454.0,8.0,30032.57658855287,2.0
454.0,9.0,29006.905376592124,3.0
454.0,10.0,28330.93361331838,4.0
454.0,11.0,27843.72556257748,5.0
455.0,1.0,29968.257679905193,-5.0
455.0,2.0,31492.486966687746,-4.0
455.0,3.0,29843.846969195787,-3.0
455.0,4.0,28771.377693161667,-2.0
455.0,5.0,25910.75468033512,-1.0
455.0,6.0,31007.256850029524,0.0
455.0,7.0,22093.618884405078,1.0
455.0,8.0,28382.766123307323,2.0
455.0,9.0,23434.88519581293,3.0
455.0,10.0,18945.530221353518,4.0
455.0,11.0,28510.619214396218,5.0
456.0,1.0,32444.185069642313,-5.0
456.0,2.0,29979.296712893414,-4.0
456.0,3.0,21115.071462733547,-3.0
456.0,4.0,21341.2514337554,-2.0
456.0,5.0,22616.659799201596,-1.0
456.0,6.0,21663.577246543453,0.0
456.0,7.0,19448.257043679,1.0
456.0,8.0,31096.203659324376,2.0
456.0,9.0,16231.24446945419,3.0
456.0,10.0,25721.02440613292,4.0
456.0,11.0,28748.792716146945,5.0
457.0,1.0,27674.528736403205,-5.0
457.0,2.0,18564.21908886707,-4.0
457.0,3.0,21366.002020742864,-3.0
457.0,4.0,29222.693510298734,-2.0
457.0,5.0,31013.001741972203,-1.0
457.0,6.0,29868.140408075662,0.0
457.0,7.0,31863.257682600088,1.0
457.0,8.0,20653.55948093122,2.0
457.0,9.0,19257.32995935676,3.0
457.0,10.0,20603.83041186711,4.0
457.0,11.0,18795.187321726215,5.0
458.0,1.0,17619.974934579666,-5.0
458.0,2.0,26207.814212740646,-4.0
458.0,3.0,20835.776849972248,-3.0
458.0,4.0,18682.066066523566,-2.0
458.0,5.0,30724.337195918313,-1.0
458.0,6.0,27406.492981231648,0.0
458.0,7.0,32207.12543918825,1.0
458.0,8.0,18509.59918648135,2.0
458.0,9.0,32652.77817561718,3.0
458.0,10.0,17978.97085385154,4.0
458.0,11.0,31836.43650341615,5.0
459.0,1.0,23069.24533587603,-5.0
459.0,2.0,32707.48502978915,-4.0
459.0,3.0,18779.614230048835,-3.0
459.0,4.0,28585.039983435097,-2.0
459.0,5.0,30749.830520794934,-1.0
459.0,6.0,31704.646529655394,0.0
459.0,7.0,19912.269382034843,1.0
459.0,8.0,27594.168304768125,2.0
459.0,9.0,20201.129786727117,3.0
459.0,10.0,31155.002138504424,4.0
459.0,11.0,33057.35063981758,5.0
460.0,1.0,20705.389784608164,-5.0
460.0,2.0,19632.57689471094,-4.0
460.0,3.0,24790.91436751012,-3.0
460.0,4.0,25981.836753039654,-2.0
460.0,5.0,28728.814689314393,-1.0
460.0,6.0,21124.050191583363,0.0
460.0,7.0,32591.500428537016,1.0
460.0,8.0,23817.73237786698,2.0
460.0,9.0,18249.40984480202,3.0
460.0,10.0,30478.5181383605,4.0
460.0,11.0,18873.303428797786,5.0
461.0,1.0,20183.247835994403,-5.0
461.0,2.0,18709.89541112547,-4.0
461.0,3.0,21876.953226393423,-3.0
461.0,4.0,19450.99199367081,-2.0
461.0,5.0,28495.694977507967,-1.0
461.0,6.0,19284.13117703254,0.0
461.0,7.0,32838.17618873567,1.0
461.0,8.0,16786.255710943493,2.0
461.0,9.0,30744.498518985343,3.0
461.0,10.0,30670.873559874417,4.0
461.0,11.0,22379.393126701678,5.0
462.0,1.0,17179.370862130432,-5.0
462.0,2.0,19995.415088561902,-4.0
462.0,3.0,22203.416195671205,-3.0
462.0,4.0,19788.094667448902,-2.0
462.0,5.0,31315.997641010836,-1.0
462.0,6.0,29743.237157261363,0.0
462.0,7.0,32332.037919742932,1.0
462.0,8.0,33843.16676495868,2.0
462.0,9.0,21519.015401698318,3.0
462.0,10.0,22672.257894640206,4.0
462.0,11.0,13059.142863787809,5.0
463.0,1.0,19849.918810702366,-5.0
463.0,2.0,18573.720105387223,-4.0
463.0,3.0,31398.399970004306,-3.0
463.0,4.0,29805.639031482173,-2.0
463.0,5.0,34488.174278038015,-1.0
463.0,6.0,31231.326026870323,0.0
463.0,7.0,33731.02333210089,1.0
463.0,8.0,28071.565438305526,2.0
463.0,9.0,21008.830780426855,3.0
463.0,10.0,25945.107016555794,4.0
463.0,11.0,21041.833835491103,5.0
464.0,1.0,27441.882982900686,-5.0
464.0,2.0,29098.58514272711,-4.0
464.0,3.0,17331.099981943546,-3.0
464.0,4.0,18611.755032099096,-2.0
464.0,5.0,28749.05782872396,-1.0
464.0,6.0,30678.586041043432,0.0
464.0,7.0,30115.67420441707,1.0
464.0,8.0,19754.846401999843,2.0
464.0,9.0,26455.20604987382,3.0
464.0,10.0,22197.09469430031,4.0
464.0,11.0,24848.008913973194,5.0
465.0,1.0,33449.67591703866,-5.0
465.0,2.0,20848.446607256617,-4.0
465.0,3.0,29594.664731297282,-3.0
465.0,4.0,15786.651485885934,-2.0
465.0,5.0,17179.29408003353,-1.0
465.0,6.0,18340.97310196472,0.0
465.0,7.0,29043.52047562025,1.0
465.0,8.0,22843.160283048262,2.0
465.0,9.0,33402.89641852055,3.0
465.0,10.0,20421.390513392704,4.0
465.0,11.0,28932.983081853537,5.0
466.0,1.0,28165.529203189923,-5.0
466.0,2.0,17061.6484077445,-4.0
466.0,3.0,17341.23154725205,-3.0
466.0,4.0,15681.142427863717,-2.0
466.0,5.0,30939.982420191616,-1.0
466.0,6.0,17634.79263559103,0.0
466.0,7.0,24066.28838294223,1.0
466.0,8.0,25732.009678061026,2.0
466.0,9.0,28673.645790515075,3.0
466.0,10.0,27822.332961504984,4.0
466.0,11.0,21642.069619174214,5.0
467.0,1.0,28045.874675451836,-5.0
467.0,2.0,29392.69042159442,-4.0
467.0,3.0,21116.253399006397,-3.0
467.0,4.0,24198.77701435055,-2.0
467.0,5.0,23260.241349052005,-1.0
467.0,6.0,24384.672781274334,0.0
467.0,7.0,33727.312108667466,1.0
467.0,8.0,29765.41657696588,2.0
467.0,9.0,21080.04363709141,3.0
467.0,10.0,21671.39680324954,4.0
467.0,11.0,26642.35302271803,5.0
468.0,1.0,29259.951606651714,-5.0
468.0,2.0,29943.302531135338,-4.0
468.0,3.0,24826.945020180978,-3.0
468.0,4.0,23200.77330789958,-2.0
468.0,5.0,31810.387228982865,-1.0
468.0,6.0,19500.01647874711,0.0
468.0,7.0,20870.280424002092,1.0
468.0,8.0,33156.41574884031,2.0
468.0,9.0,31822.5276545197,3.0
468.0,10.0,17204.34761626148,4.0
468.0,11.0,27553.282317818142,5.0
469.0,1.0,14907.1385947403,-5.0
469.0,2.0,33610.56158690681,-4.0
469.0,3.0,24313.90244681742,-3.0
469.0,4.0,27152.501266611907,-2.0
469.0,5.0,18480.60661567553,-1.0
469.0,6.0,21014.627096531483,0.0
469.0,7.0,20313.512910283433,1.0
469.0,8.0,25130.678150505428,2.0
469.0,9.0,23903.750308176506,3.0
469.0,10.0,19503.81200117277,4.0
469.0,11.0,29370.738734937655,5.0
470.0,1.0,19682.665010154487,-5.0
470.0,2.0,31669.394232342787,-4.0
470.0,3.0,18918.07464729635,-3.0
470.0,4.0,20161.895856455892,-2.0
470.0,5.0,29602.57601342279,-1.0
470.0,6.0,20786.383599663437,0.0
470.0,7.0,26103.985675785654,1.0
470.0,8.0,31358.001678332064,2.0
470.0,9.0,26234.658530472116,3.0
470.0,10.0,30700.98743957174,4.0
470.0,11.0,32339.965225822732,5.0
471.0,1.0,31893.92968849062,-5.0
471.0,2.0,30436.02414686176,-4.0
471.0,3.0,29890.632945623955,-3.0
471.0,4.0,21590.00441545203,-2.0
471.0,5.0,32388.213552795616,-1.0
471.0,6.0,27986.219022407502,0.0
471.0,7.0,19750.857776936034,1.0
471.0,8.0,29113.061951256248,2.0
471.0,9.0,26564.88545037122,3.0
471.0,10.0,32118.821977059237,4.0
471.0,11.0,25779.859258454377,5.0
472.0,1.0,19301.59709501818,-5.0
472.0,2.0,25015.520178760307,-4.0
472.0,3.0,29673.65574866229,-3.0
472.0,4.0,21687.776252640717,-2.0
472.0,5.0,29518.608995894014,-1.0
472.0,6.0,27348.918232634052,0.0
472.0,7.0,31885.3610782425,1.0
472.0,8.0,21096.076894044214,2.0
472.0,9.0,19326.6683624634,3.0
472.0,10.0,30220.280273951616,4.0
472.0,11.0,23258.43476251077,5.0
473.0,1.0,27081.93128737719,-5.0
473.0,2.0,20335.70213581164,-4.0
473.0,3.0,32037.477225624807,-3.0
473.0,4.0,21936.22546828758,-2.0
473.0,5.0,32474.1620730404,-1.0
473.0,6.0,28001.426711292985,0.0
473.0,7.0,33720.74162476267,1.0
473.0,8.0,28695.799135154866,2.0
473.0,9.0,22915.834836644623,3.0
473.0,10.0,23457.69961168296,4.0
473.0,11.0,30393.338112206915,5.0
474.0,1.0,22631.454042958143,-5.0
474.0,2.0,25954.409051826584,-4.0
474.0,3.0,30375.329080823885,-3.0
474.0,4.0,22767.247077621225,-2.0
474.0,5.0,24457.312950936946,-1.0
474.0,6.0,20275.98188168448,0.0
474.0,7.0,23414.2476878185,1.0
474.0,8.0,30128.177469888524,2.0
474.0,9.0,30973.571942188053,3.0
474.0,10.0,22902.160575430422,4.0
474.0,11.0,27031.99477849421,5.0
475.0,1.0,17043.763126467693,-5.0
475.0,2.0,28230.76468927721,-4.0
475.0,3.0,23362.40402847008,-3.0
475.0,4.0,26252.697832114605,-2.0
475.0,5.0,31437.180943161522,-1.0
475.0,6.0,19351.301962714806,0.0
475.0,7.0,29984.849827565045,1.0
475.0,8.0,29155.375287871855,2.0
475.0,9.0,18309.09261783815,3.0
475.0,10.0,27523.77441235154,4.0
475.0,11.0,30622.611539178037,5.0
476.0,1.0,22822.84235982708,-5.0
476.0,2.0,29079.74621079236,-4.0
476.0,3.0,18606.61580195012,-3.0
476.0,4.0,21258.944817388936,-2.0
476.0,5.0,17647.05292472064,-1.0
476.0,6.0,29229.288172260636,0.0
476.0,7.0,22251.891512657297,1.0
476.0,8.0,28143.56411063651,2.0
476.0,9.0,33022.77001084496,3.0
476.0,10.0,25761.65743546167,4.0
476.0,11.0,28172.63616860071,5.0
477.0,1.0,30814.676413310466,-5.0
477.0,2.0,19959.03101842443,-4.0
477.0,3.0,17260.639417194176,-3.0
477.0,4.0,23383.24187906074,-2.0
477.0,5.0,31966.841240732734,-1.0
477.0,6.0,19872.584363469483,0.0
477.0,7.0,19348.53374405532,1.0
477.0,8.0,27121.330529799,2.0
477.0,9.0,33133.568697353454,3.0
477.0,10.0,27283.701539053338,4.0
477.0,11.0,16150.85747542938,5.0
478.0,1.0,25982.783389999888,-5.0
478.0,2.0,28420.011978128594,-4.0
478.0,3.0,19334.57250312799,-3.0
478.0,4.0,26473.841100431167,-2.0
478.0,5.0,21162.839041300263,-1.0
478.0,6.0,20132.049628486897,0.0
478.0,7.0,18424.88059562836,1.0
478.0,8.0,20799.28080116703,2.0
478.0,9.0,20186.044718988796,3.0
478.0,10.0,31202.110721728404,4.0
478.0,11.0,28956.915299451797,5.0
479.0,1.0,19458.9268102341,-5.0
479.0,2.0,21942.180040314106,-4.0
479.0,3.0,24585.181463612353,-3.0
479.0,4.0,28492.570948549637,-2.0
479.0,5.0,27716.194891316252,-1.0
479.0,6.0,17189.230230475885,0.0
479.0,7.0,26943.037392581904,1.0
479.0,8.0,21412.118252492233,2.0
479.0,9.0,20282.858798405607,3.0
479.0,10.0,21866.889416868773,4.0
479.0,11.0,21667.629969648755,5.0
480.0,1.0,23263.270975604544,-5.0
480.0,2.0,21048.325398647223,-4.0
480.0,3.0,21056.33593656692,-3.0
480.0,4.0,20123.903586516535,-2.0
480.0,5.0,21641.372643550265,-1.0
480.0,6.0,21824.985413977425,0.0
480.0,7.0,30362.46623808469,1.0
480.0,8.0,28424.164824052947,2.0
480.0,9.0,21299.676475722335,3.0
480.0,10.0,28958.694235522496,4.0
480.0,11.0,21758.663075662254,5.0
481.0,1.0,30486.37171996382,-5.0
481.0,2.0,20605.059273443974,-4.0
481.0,3.0,27465.960699258092,-3.0
481.0,4.0,30296.630686572862,-2.0
481.0,5.0,29000.67227497558,-1.0
481.0,6.0,22463.23946515447,0.0
481.0,7.0,24503.459887229983,1.0
481.0,8.0,26983.187796774797,2.0
481.0,9.0,24828.650593697894,3.0
481.0,10.0,18904.7912993566,4.0
481.0,11.0,22621.904200438195,5.0
482.0,1.0,15391.159163990347,-5.0
482.0,2.0,24690.330858804435,-4.0
482.0,3.0,27713.697381634753,-3.0
482.0,4.0,22828.336710011696,-2.0
482.0,5.0,19167.205698111567,-1.0
482.0,6.0,20701.896795190256,0.0
482.0,7.0,33380.92472464615,1.0
482.0,8.0,23971.83722404202,2.0
482.0,9.0,19034.845265430635,3.0
482.0,10.0,34705.01828908743,4.0
482.0,11.0,19945.862206742262,5.0
483.0,1.0,20756.98387133832,-5.0
483.0,2.0,21440.485463806344,-4.0
483.0,3.0,28789.82607907233,-3.0
483.0,4.0,20421.012572329415,-2.0
483.0,5.0,29927.497261773602,-1.0
483.0,6.0,25594.276790573487,0.0
483.0,7.0,16383.93000854473,1.0
483.0,8.0,31249.974975869023,2.0
483.0,9.0,30570.00589729532,3.0
483.0,10.0,18896.313004659096,4.0
483.0,11.0,31686.448578472115,5.0
484.0,1.0,20596.806979210563,-5.0
484.0,2.0,31829.894583996364,-4.0
484.0,3.0,28593.82308705022,-3.0
484.0,4.0,20688.805924976183,-2.0
484.0,5.0,30005.003233131793,-1.0
484.0,6.0,22374.26864017001,0.0
484.0,7.0,25698.39844239736,1.0
484.0,8.0,30372.585546358976,2.0
484.0,9.0,30834.639647868742,3.0
484.0,10.0,21249.080919107622,4.0
484.0,11.0,21950.607395692947,5.0
485.0,1.0,29487.72568245001,-5.0
485.0,2.0,23211.054977351414,-4.0
485.0,3.0,29429.874585740647,-3.0
485.0,4.0,21353.167654714518,-2.0
485.0,5.0,22690.99944262352,-1.0
485.0,6.0,18124.118587872857,0.0
485.0,7.0,26972.857821766458,1.0
485.0,8.0,30831.300319785663,2.0
485.0,9.0,16952.902183180253,3.0
485.0,10.0,32525.451784751396,4.0
485.0,11.0,23163.967401511505,5.0
486.0,1.0,22965.0358796252,-5.0
486.0,2.0,23579.279777046202,-4.0
486.0,3.0,27147.76332967952,-3.0
486.0,4.0,20044.212762655046,-2.0
486.0,5.0,31720.29134645464,-1.0
486.0,6.0,25380.574022557368,0.0
486.0,7.0,31096.42256744283,1.0
486.0,8.0,18700.71386359485,2.0
486.0,9.0,32249.247051092454,3.0
486.0,10.0,22031.5893334895,4.0
486.0,11.0,20396.969938319915,5.0
487.0,1.0,18186.84958885749,-5.0
487.0,2.0,19027.385640523324,-4.0
487.0,3.0,30845.766288133884,-3.0
487.0,4.0,20663.938995949346,-2.0
487.0,5.0,21781.917987598215,-1.0
487.0,6.0,29991.6029896561,0.0
487.0,7.0,24953.65432266465,1.0
487.0,8.0,23121.361407333636,2.0
487.0,9.0,29596.00721429024,3.0
487.0,10.0,26078.743024881936,4.0
487.0,11.0,23337.7124035574,5.0
488.0,1.0,18799.244053775117,-5.0
488.0,2.0,32690.61532883678,-4.0
488.0,3.0,29093.621062079354,-3.0
488.0,4.0,28143.540135690662,-2.0
488.0,5.0,29348.564927063977,-1.0
488.0,6.0,30927.68109825727,0.0
488.0,7.0,34137.34364108261,1.0
488.0,8.0,21393.1907249255,2.0
488.0,9.0,36102.24415016421,3.0
488.0,10.0,30383.004570845642,4.0
488.0,11.0,31792.191286386897,5.0
489.0,1.0,31387.84817782771,-5.0
489.0,2.0,27239.173637997585,-4.0
489.0,3.0,20710.56436285882,-3.0
489.0,4.0,24140.60939877448,-2.0
489.0,5.0,18765.71877728072,-1.0
489.0,6.0,28925.748002552595,0.0
489.0,7.0,28474.754362696647,1.0
489.0,8.0,30349.735355683137,2.0
489.0,9.0,23261.557992096557,3.0
489.0,10.0,29496.576914975514,4.0
489.0,11.0,23860.90533545276,5.0
490.0,1.0,33684.778440080634,-5.0
490.0,2.0,27193.121589894854,-4.0
490.0,3.0,19851.13282158793,-3.0
490.0,4.0,24022.806409081535,-2.0
490.0,5.0,28034.305716376723,-1.0
490.0,6.0,28397.44479225638,0.0
490.0,7.0,31229.165509536644,1.0
490.0,8.0,21999.01802499496,2.0
490.0,9.0,23398.33772978011,3.0
490.0,10.0,23341.67500168305,4.0
490.0,11.0,27744.086258190167,5.0
491.0,1.0,20875.26419239852,-5.0
491.0,2.0,23740.16506623523,-4.0
491.0,3.0,28947.61431903064,-3.0
491.0,4.0,20868.355055676704,-2.0
491.0,5.0,30042.140786088028,-1.0
491.0,6.0,16485.19607729349,0.0
491.0,7.0,30741.082216144703,1.0
491.0,8.0,26405.631603557824,2.0
491.0,9.0,26075.11171750548,3.0
491.0,10.0,29608.164198558166,4.0
491.0,11.0,32792.33640307876,5.0
492.0,1.0,27793.648184621616,-5.0
492.0,2.0,29311.783906729805,-4.0
492.0,3.0,31428.753414397328,-3.0
492.0,4.0,19967.40587441282,-2.0
492.0,5.0,34171.59882737335,-1.0
492.0,6.0,35541.79055806442,0.0
492.0,7.0,24273.099609619978,1.0
492.0,8.0,26246.45472409321,2.0
492.0,9.0,28696.88351431608,3.0
492.0,10.0,27179.38101767072,4.0
492.0,11.0,26591.706431341514,5.0
493.0,1.0,27391.417668046666,-5.0
493.0,2.0,23172.30349240137,-4.0
493.0,3.0,30652.895861672434,-3.0
493.0,4.0,31564.730799397974,-2.0
493.0,5.0,33169.40689633475,-1.0
493.0,6.0,20120.876732662906,0.0
493.0,7.0,27593.08319666884,1.0
493.0,8.0,21519.252373346822,2.0
493.0,9.0,25649.77191067519,3.0
493.0,10.0,28295.89881449741,4.0
493.0,11.0,22041.28384256418,5.0
494.0,1.0,18182.910462949403,-5.0
494.0,2.0,30260.320241672343,-4.0
494.0,3.0,16445.516970192675,-3.0
494.0,4.0,29620.66010083228,-2.0
494.0,5.0,23779.458049208366,-1.0
494.0,6.0,17956.739846294284,0.0
494.0,7.0,28399.68620154667,1.0
494.0,8.0,24794.087459704373,2.0
494.0,9.0,30442.223949706124,3.0
494.0,10.0,16639.008730281417,4.0
494.0,11.0,29168.191649832785,5.0
495.0,1.0,28930.736044948528,-5.0
495.0,2.0,30174.57749559518,-4.0
495.0,3.0,32884.698358694244,-3.0
495.0,4.0,17273.137136882237,-2.0
495.0,5.0,29527.462303373493,-1.0
495.0,6.0,20766.6896848636,0.0
495.0,7.0,29445.292070531726,1.0
495.0,8.0,35681.038018882144,2.0
495.0,9.0,29439.075359064387,3.0
495.0,10.0,29201.212905728964,4.0
495.0,11.0,28016.98990644302,5.0
496.0,1.0,30116.90298419426,-5.0
496.0,2.0,21555.91322055947,-4.0
496.0,3.0,19025.983660111222,-3.0
496.0,4.0,23945.894978167944,-2.0
496.0,5.0,27242.315031635033,-1.0
496.0,6.0,21903.031620491067,0.0
496.0,7.0,21907.72846694583,1.0
496.0,8.0,29063.118096770046,2.0
496.0,9.0,26877.7067037547,3.0
496.0,10.0,30665.396761012074,4.0
496.0,11.0,22553.671595559746,5.0
497.0,1.0,28667.335998180748,-5.0
497.0,2.0,32024.61946100637,-4.0
497.0,3.0,33575.248299769584,-3.0
497.0,4.0,21130.086543263118,-2.0
497.0,5.0,29327.66414227568,-1.0
497.0,6.0,31126.65077929847,0.0
497.0,7.0,25805.031386099243,1.0
497.0,8.0,29564.347708905745,2.0
497.0,9.0,31672.121447555754,3.0
497.0,10.0,24022.106410626813,4.0
497.0,11.0,17405.998416418315,5.0
498.0,1.0,20626.20816968197,-5.0
498.0,2.0,23336.051695844893,-4.0
498.0,3.0,28389.77608683576,-3.0
498.0,4.0,20430.52029343539,-2.0
498.0,5.0,28446.33801569082,-1.0
498.0,6.0,17643.21743067987,0.0
498.0,7.0,30261.29772917593,1.0
498.0,8.0,22711.414844333485,2.0
498.0,9.0,27155.71739459541,3.0
498.0,10.0,17625.399513729986,4.0
498.0,11.0,27925.621667668718,5.0
499.0,1.0,18494.97224484455,-5.0
499.0,2.0,26102.877716079973,-4.0
499.0,3.0,24195.30966543959,-3.0
499.0,4.0,32367.721367268165,-2.0
499.0,5.0,33041.10020783725,-1.0
499.0,6.0,33281.92065393394,0.0
499.0,7.0,30647.0407312797,1.0
499.0,8.0,16963.567027202265,2.0
499.0,9.0,16983.673590238537,3.0
499.0,10.0,21785.470545891756,4.0
499.0,11.0,27010.438685511894,5.0
500.0,1.0,22808.32213702392,-5.0
500.0,2.0,20589.503947551122,-4.0
500.0,3.0,29371.335360263212,-3.0
500.0,4.0,28101.577408671117,-2.0
500.0,5.0,25880.30334230627,-1.0
500.0,6.0,24475.750135186616,0.0
500.0,7.0,20141.888572648797,1.0
500.0,8.0,33734.85508309462,2.0
500.0,9.0,16278.547356484145,3.0
500.0,10.0,28521.45387666058,4.0
500.0,11.0,30825.315607017434,5.0
501.0,1.0,17711.54806569702,-5.0
501.0,2.0,20006.286766212666,-4.0
501.0,3.0,30716.703580143017,-3.0
501.0,4.0,25277.133612695878,-2.0
501.0,5.0,25232.599838712897,-1.0
501.0,6.0,31674.052885130248,0.0
501.0,7.0,28509.73763390693,1.0
501.0,8.0,16431.93457786546,2.0
501.0,9.0,21497.08513499649,3.0
501.0,10.0,24938.91064623523,4.0
501.0,11.0,23108.06738764394,5.0
502.0,1.0,31615.501886969185,-5.0
502.0,2.0,31250.304139093365,-4.0
502.0,3.0,20970.766281140037,-3.0
502.0,4.0,33817.100554192075,-2.0
502.0,5.0,18948.613691241375,-1.0
502.0,6.0,20522.50408068975,0.0
502.0,7.0,24232.901464196453,1.0
502.0,8.0,17490.82980726414,2.0
502.0,9.0,32451.681536192635,3.0
502.0,10.0,19908.69310929298,4.0
502.0,11.0,30817.676986631883,5.0
503.0,1.0,29382.839758762395,-5.0
503.0,2.0,26804.298472788905,-4.0
503.0,3.0,20316.68323424471,-3.0
503.0,4.0,28555.235457029692,-2.0
503.0,5.0,26692.200574102346,-1.0
503.0,6.0,30462.888996260695,0.0
503.0,7.0,29143.52739664157,1.0
503.0,8.0,33734.256856498774,2.0
503.0,9.0,28270.169235915328,3.0
503.0,10.0,23306.50730844047,4.0
503.0,11.0,30372.753462460812,5.0
